,Founded,Company,Sector,Headquarters,Investors Name,Stage,Amount,Industry Vertical,Year,numberofinvestors
1232,20-04-2016,1mg,Online Pharmacy,gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",privateequity,15000000,eCommerce,2016,1
1233,22-04-2016,Licious,Mobile based Meat ordering App,bangalore,Mayfield India II Management Ltd,privateequity,3000000,eCommerce,2016,1
1234,22-04-2016,TOKO Innovation Studios,Children\xe2\x80\x99s Entertainment Games & Products,new delhi,Indian Angel network,seedfunding,450000,Consumer Internet,2016,1
1235,25-04-2016,Commut,Shuttle Service Provider,hyderabad,50K Ventures,seedfunding,200000,Consumer Internet,2016,1
1236,25-04-2016,Dropkaffe,Ready-to-Drink Beverage Producer,bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",seedfunding,550000,Food & Beverage,2016,1
1237,26-04-2016,Transerv,Digital Payments platform,mumbai,"IDFC SPICE Fund, Micromax Informatics",privateequity,15000000,Consumer Internet,2016,1
1238,26-04-2016,Clear,Online filing of Tax returns,bangalore,"Max Levchin, Scott Banister",privateequity,1300000,Consumer Internet,2016,1
1239,26-04-2016,Roposo,Social Fashion ECommerce Discovery platform,gurgaon,Bertelsmann India Investments,privateequity,15000000,eCommerce,2016,1
1240,27-04-2016,MilkBasket,Micro Grocery Delivery Platform,gurgaon,EVC Ventures,seedfunding,500000,Consumer Internet,2016,1
1241,27-04-2016,ICHR,Mobile based Children health Information app,new delhi,Undisclosed,seedfunding,450000,Consumer Internet,2016,1
1242,28-04-2016,The Wedding Brigade,Online Wedding Information Portal,mumbai,Blume Ventures & Other unnamed Investors,seedfunding,600000,Consumer Internet,2016,1
1243,28-04-2016,DocsApp,Online Doctor Discovery & Chat platform,bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",privateequity,1200000,Consumer Internet,2016,1
1244,29-04-2016,Impact Guru,Online Crowdfunding platform for NGOs & Social Projects,mumbai,"RB Investments, Fundnel",seedfunding,500000,Consumer Internet,2016,1
1245,29-04-2016,Reach,ECommerce SAAS Solutions,new delhi,vCommission,privateequity,100000,eCommerce,2016,1
1246,02-03-2016,MoMark,Mobile Wallet Aggregation platform,noida,YourNest Angel Fund,privateequity,600000,Consumer Internet,2016,1
1247,02-03-2016,Systemantics,Industrial robots maker,bangalore,"Nandan Nilekani, Accel Partners",privateequity,1400000,Technology,2016,1
1248,03-03-2016,Imarticus Learning,Financial Services & Analytics Education Institute,mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",privateequity,1000000,Education,2016,1
1249,03-03-2016,Shouut,Social Discovery Mobile app,new delhi,Undisclosed investor,seedfunding,500000,Consumer Internet,2016,1
1250,04-03-2016,Aahaa,Office Products Super Store,chennai,"YourNest Angel Fund,",privateequity,1000000,ECommerce,2016,1
1251,04-03-2016,FTCash,Mobile Payments Platform,kolkata,IvyCap Ventures,seedfunding,150000,Consumer Internet,2016,1
1252,04-03-2016,Zappka,Mobile App discovery and review platform,gurgaon,"Daman Soni, Rajat Gupta & Others",seedfunding,100000,Consumer Internet,2016,1
1253,04-03-2016,medECUBE,Healthcare related Services provider,gurgaon,Artiman Ventures,privateequity,4000000,Healthcare,2016,1
1254,07-03-2016,N.O.W,Bike Taxi Service & Hyperlocal Delivery App,noida,"Ruchirans Jaipuria, Anuj Sanghi",seedfunding,500000,Consumer Internet,2016,1
1255,07-03-2016,Ninjacart,B2B marketplace for Farmers & Retailers,bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",privateequity,3000000,ECommerce,2016,1
1256,07-03-2016,Reach,Cross Platform P2P file sharing mobile app,bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",seedfunding,500000,Consumer Internet,2016,1
1257,07-03-2016,Vanity Cube,Hyperlocal Beauty Services platform,new delhi,Unicorn Ventures,seedfunding,250000,Consumer Internet,2016,1
1258,07-03-2016,Medidaili,Medical Support service platform,bangalore,Undisclosed private investors,seedfunding,100000,Consumer Internet,2016,1
1259,08-03-2016,LoveCycles,Women\\xe2\\x80\\x99s health Tracker,bangalore,Prime Venture Partners,seedfunding,750000,Consumer Internet,2016,1
1260,08-03-2016,Kartrocket,ECommerce SAAS platform,new delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",privateequity,8000000,ECommerce,2016,1
1261,08-03-2016,dunzo,Daily Task Management App,bangalore,"Aspada Investment Advisors, Blume Ventures.",seedfunding,650000,Consumer Internet,2016,1
1262,09-03-2016,SmartVizX,Virtual Reality Solutions,noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",seedfunding,500000,Technology,2016,1
1263,09-03-2016,MyGubbi,Interior Design & Home D\\xc3\\xa9cor Solutions,bangalore,"Vipul Parekh, ajesh K Murthy,",seedfunding,2500000,Real Estate,2016,1
1264,09-03-2016,Nukkad Shops,Hyperlocal Grocery Delivery Service,hyderabad,PurpleTalk Inc,seedfunding,1000000,Consumer Internet,2016,1
1265,09-03-2016,Justride,Self Drive Car Rental,mumbai,Dheeraj Jain & Other angel investors,seedfunding,400000,Consumer Internet,2016,1
1266,10-03-2016,Fi,premium dining lounges Chain,new delhi,Undisclosed investors,privateequity,11100000,Food & Beverage,2016,1
1267,10-03-2016,Icertis,Contract Management Software Solutions platform,pune,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",privateequity,15000000,Technology,2016,1
1268,10-03-2016,Supplified,Construction material eTailer,new delhi,Mohit Goel,seedfunding,1000000,ECommerce,2016,1
1269,14-03-2016,PinkBlue,Medical Supplies eTailer,bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",seedfunding,223608,ECommerce,2016,1
1270,14-03-2016,TruckingCube,"Domestic, Commercial, and Industrial Goods Movers",new delhi,Agarwal Movers Group,privateequity,14900000,Logistics,2016,1
1271,15-03-2016,FlipClass,Tutor Search Platform,bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",privateequity,1000000,Consumer Internet,2016,1
1272,15-03-2016,Proximit,Advertising Technology,pune,Funding through 1Crowd platform,seedfunding,150000,Technology,2016,1
1273,15-03-2016,WithMe,Personalized Fashion App,gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",seedfunding,250000,Consumer Internet,2016,1
1274,16-03-2016,Gapoon,Hyperlocal Home Maintenance services,bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",seedfunding,180000,Consumer Internet,2016,1
1275,16-03-2016,Wealthy,Online Investment management portal,bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",seedfunding,250000,Consumer Internet,2016,1
1276,17-03-2016,Pramati,Specialized Patient Care platform,noida,Undisclosed investors,seedfunding,200000,Healthcare,2016,1
1277,17-03-2016,Qlivery,Ondemand Concierge Service,gurgaon,Swastika Company Ltd,seedfunding,230000,Consumer Internet,2016,1
1278,17-03-2016,HealthEnablr,Doctor Discovery and booking platform,mumbai,Undisclosed investors,seedfunding,800000,Consumer Internet,2016,1
1279,17-03-2016,Liftiee,Car/ bike Pooling App,mumbai,"Rannvijay Singh, Anita Hassanandani",seedfunding,108000,Consumer Internet,2016,1
1280,18-03-2016,Hello Curry,Quick Service Restaurant Chain,hyderabad,Sashi Reddi & Other unnamed investors,privateequity,1500000,Food & Beverage,2016,1
1281,19-03-2016,goSporto,Online Sports discovery and booking platform,new delhi,Naveen Gupta,seedfunding,30000,Consumer Internet,2016,1
1282,21-03-2016,Room On Call,Budget hotel aggregator,gurgaon,CASHurDRIVE Marketing Pvt Ltd,privateequity,2000000,Consumer Internet,2016,1
1283,22-03-2016,Byju\\xe2\\x80\\x99s,Educational Video Content Creator,bangalore,"Sequoia India, Sofina",privateequity,75000000,Consumer Internet,2016,1
1284,22-03-2016,BigBasket,Online Grocery Shop,bangalore,Abraaj Group,privateequity,150000000,eCommerce,2016,1
1285,22-03-2016,DrivoJoy,On-demand 2-wheeler Servicing platform,bangalore,"Indian Angel Network, Tracxn Labs & Others",seedfunding,600000,Consumer Internet,2016,1
1286,22-03-2016,Cred,Online Credit management tools,hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",seedfunding,360000,Consumer Internet,2016,1
1287,23-03-2016,Endless Robotics,Interior Painting Automation,hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",seedfunding,100000,Technology,2016,1
1288,23-03-2016,SP Robotics,Robotic Classes for Students,chennai,"Indian Angel Network,",seedfunding,300000,Technology,2016,1
1289,23-03-2016,eKincare,Healthcare related solutions,hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",privateequity,330000,Consumer Internet,2016,1
1290,23-03-2016,Wheelstreet,Online Bike Rental platform,bangalore,Broadbean Capital services,privateequity,500000,Consumer Internet,2016,1
1291,24-03-2016,Horntell,Unified Push Notification service,gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",seedfunding,150000,Consumer Internet,2016,1
1292,28-03-2016,Schoolkart,Online Marketplace for Schools,noida,Undisclosed investors,seedfunding,300000,eCommerce,2016,1
1293,29-03-2016,Babygogo,Child healthcare experts aggregator mobile app,new delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",seedfunding,300000,Consumer Internet,2016,1
1294,29-03-2016,Fi,Asset Based Lending platform,chennai,Sarva Capital,privateequity,4700000,Finance,2016,1
1295,29-03-2016,QikShip,Mobile based Logistics provider,new delhi,undisclosed investors,seedfunding,200000,Consumer Internet,2016,1
1296,29-03-2016,Fi,GRC SAAS Platform,chennai,Jay Vijayan,seedfunding,500000,Consumer Internet,2016,1
1297,30-03-2016,Touchkin,Predictive Healthcare platform,bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",seedfunding,400000,Healthcare,2016,1
1298,02-02-2016,Altizone,IoT & M2M Solutions,pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",privateequity,4000000,Technology,2016,1
1299,02-02-2016,Strike,Mobile Email productivity tool,bangalore,Multiple investors through Ten Minute Million competition,seedfunding,22500,Consumer Internet,2016,1
1300,02-02-2016,MaaxMarket,Marketing Automation platform,notspecific,Multiple investors through Ten Minute Million competition,seedfunding,22500,Consumer Internet,2016,1
1301,02-02-2016,Gamooz,Augmented Reality Solutions,gurgaon,Multiple investors through Ten Minute Million competition,seedfunding,22500,Technology,2016,1
1302,02-02-2016,SoundSurround,Audio Technology Solutions,mumbai,Multiple investors through Ten Minute Million competition,seedfunding,22500,Technology,2016,1
1303,03-02-2016,Mazkara,Beauty & Wellness Platform,pune,Dunamis Ventures Pte Ltd.,seedfunding,1000000,Consumer Internet,2016,1
1304,03-02-2016,RoadGods,Auto Spare Parts eTailer,new delhi,Green House Ventures (GHV),seedfunding,100000,ECommerce,2016,1
1305,03-02-2016,Pindropmusic,Music Discovery Mobile App,noida,Green House Ventures (GHV),seedfunding,100000,Consumer Internet,2016,1
1306,03-02-2016,Woodpie,Book Recommendation Service,bangalore,Ingram Content Group,seedfunding,30000,Consumer Internet,2016,1
1307,04-02-2016,Perfumery,Fragrances & Perfume eTailer,new delhi,Oranda Global & Others,seedfunding,30000,ECommerce,2016,1
1308,05-02-2016,ZenDrive,Safe Driving Data & Analytics platform,bangalore,"Sherpa Capital, Nyca Partners and Thomvest Ventures",privateequity,13500000,Technology,2016,1
1309,05-02-2016,Gingercrush,Personalized Products & Merchandize eTailer,vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",privateequity,1000000,Ecommerce,2016,1
1310,05-02-2016,American Vision,Optical Store Aggregator Platform,pune,Undisclosed investors,seedfunding,81000,Consumer Internet,2016,1
1311,05-02-2016,DawaiLelo,Healthcare Services & Online Pharmacy Mobile App,varanasi,Undisclosed investors,seedfunding,52000,Consumer Internet,2016,1
1312,06-02-2016,Heads Up For Tails,Pet Products eTailer,new delhi,Undisclosed investors,seedfunding,1000000,Ecommerce,2016,1
1313,08-02-2016,iStyleYou,Personal Fashion Stylist App,gurgaon,Green House Ventures (GHV),seedfunding,100000,Consumer Internet,2016,1
1314,08-02-2016,AdUrCup,Ad Network,new delhi,Green House Ventures (GHV),seedfunding,100000,Consumer Internet,2016,1
1315,08-02-2016,Xpressbees,ECommerce Logistics solutions,pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",privateequity,12500000,ECommerce,2016,1
1316,10-02-2016,Capzest,Digital Lending Platform,mumbai,Lion Ventures,seedfunding,200000,Consumer Internet,2016,1
1317,10-02-2016,Affimity,Social Networking platform,bangalore,undisclosed investors,seedfunding,1200000,Consumer Internet,2016,1
1318,10-02-2016,Anandakanda,Medicine Intake Reminder System,pune,undisclosed investors,seedfunding,150000,Technology,2016,1
1319,12-02-2016,ActOnMagic,Cloud Analytics and Management Products,bangalore,Jayabalan Subramanian,seedfunding,125000,Technology,2016,1
1320,12-02-2016,Bonhomia,premium Tea and Coffee,new delhi,"Alok Rawat, Grey Orange Robotics",seedfunding,1000000,Food & Beverage,2016,1
1321,12-02-2016,iGrenEnergi,Solar Power Solutions,mumbai,Sunil Mehta,seedfunding,1000000,Technology,2016,1
1322,12-02-2016,RKSV,Online Stock Trading Platform,mumbai,Kalaari Capital,privateequity,4000000,Consumer Internet,2016,1
1323,15-02-2016,Aasaanjobs,Online Recruitment Marketplace,mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",privateequity,5000000,Consumer Internet,2016,1
1324,15-02-2016,Snapdeal,Horizontal Online Marketplace,new delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,privateequity,200000000,eCommerce,2016,1
1325,15-02-2016,GoYaNo,Events & Restaurant Discovery Marketplace App,gurgaon,Mukesh Kumar Gupta,seedfunding,50000,Consumer Internet,2016,1
1326,15-02-2016,RentSher,Online Household Product Rental platform,bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",seedfunding,300000,Consumer Internet,2016,1
1327,15-02-2016,Buddy,Micro Lending Platform for eCommerce purchases,bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",seedfunding,500000,Finance,2016,1
1328,16-02-2016,TableHero,Dynamic Restaurant Website creator,bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",seedfunding,1000000,Consumer Internet,2016,1
1329,16-02-2016,BetterPlace,Data analytics based Verification services Platform,bangalore,Unitus Seed Fund,seedfunding,970000,Technology,2016,1
1330,16-02-2016,icustommadeit,Professional Custom creators Marketplace,pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",privateequity,4000000,eCommerce,2016,1
1331,17-02-2016,GameZop,Mobile Gaming Platform,new delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",seedfunding,350000,Technology,2016,1
1332,17-02-2016,The Viral Fever,Independent Online Video production company,mumbai,Tiger Global,privateequity,10000000,Consumer Internet,2016,1
1333,17-02-2016,Avanti Learning,Private Coaching Classes,new delhi,Michael & Susan Dell Foundation,privateequity,5000000,Education,2016,1
1334,18-02-2016,HealthKumbh,Health related Information portal,ahmedabad,Undisclosed investor,seedfunding,73000,Consumer Internet,2016,1
1335,18-02-2016,Careongo,Online Pharmacy store,new delhi,Farooq Oomerbhoy & Other angel investors,seedfunding,300000,ECommerce,2016,1
1336,18-02-2016,Ark Robot,Warehouse Automation,bangalore,Qualcomm (Through QPrize Contest),seedfunding,350000,Technology,2016,1
1337,19-02-2016,Jaypore,Ethnic Products marketplace,new delhi,Aavishkaar,privateequity,5000000,ECommerce,2016,1
1338,19-02-2016,Advantage Club,mobile platform for corporate employee benefits,gurgaon,Purvi Ventures & Others,seedfunding,400000,Consumer Internet,2016,1
1339,22-02-2016,Baby Berry,Parenting Mobile app,bangalore,Nitin Bagmane & Other undisclosed investors,seedfunding,1000000,Consumer Internet,2016,1
1340,22-02-2016,Magicpin,Hyperlocal Discover Mobile App,new delhi,Lightspeed India,privateequity,3000000,Consumer Internet,2016,1
1341,22-02-2016,Fi,Healthy Food Delivery platform,new delhi,Undisclosed investor,seedfunding,100000,Consumer Internet,2016,1
1342,22-02-2016,Taskbob,Hyperlocal Handyman services platform,mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",privateequity,4500000,Consumer Internet,2016,1
1343,22-02-2016,Styledotme,Mobile Fashion App,new delhi,Indian Angel Network,seedfunding,37000,Consumer Internet,2016,1
1344,23-02-2016,CupoNation,Deals and Discount platform,gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",privateequity,11000000,Consumer Internet,2016,1
1345,24-02-2016,Sayfix,Hyperlocal Home Services Provider,bangalore,Yajnanarayana Kammaje,seedfunding,160000,Consumer Internet,2016,1
1346,24-02-2016,NoBroker,Peer to peer property listing platform,bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",privateequity,10000000,Consumer Internet,2016,1
1347,24-02-2016,AppilyEver,Online wedding services marketplace,hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",seedfunding,400000,Consumer Internet,2016,1
1348,24-02-2016,Pocketin,Hotel reservations & Deal platform,noida,Swastika Company Ltd,seedfunding,150000,Consumer Internet,2016,1
1349,25-02-2016,OfBusiness,B2B commerce Marketplace,gurgaon,Matrix Partners India,privateequity,5000000,eCommerce,2016,1
1350,25-02-2016,Juspay,Digital Payments solutions,bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",privateequity,5800000,Consumer Internet,2016,1
1351,25-02-2016,Funcart,Party Supplies Etailer,new delhi,Undisclosed HNIs,seedfunding,70000,eCommerce,2016,1
1352,26-02-2016,Freedom Smart Labs,IoT retail solutions,new delhi,Kapil Goel,seedfunding,145000,Technology,2016,1
1353,26-02-2016,EduBridge,Skill development and vocational training platform,mumbai,"Insitor Impact Asia Fund, Acumen Fund",privateequity,2500000,Consumer Internet,2016,1
1354,29-02-2016,Hopscotch,Baby & Kids Products Online Flash sales platform,mumbai,Eduardo Saverin,privateequity,13000000,eCommerce,2016,1
1355,04-01-2016,B9 Beverages,Craft Beer manufacturing company,new delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",privateequity,6000000,Food & Beverage,2016,1
1356,05-01-2016,MyChild App,Child Disorder Information & Education,bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",seedfunding,100000,Education,2016,1
1357,05-01-2016,360Ride,Ride Sharing platform,bangalore,Undisclosed,seedfunding,150000,Consumer Internet,2016,1
1358,05-01-2016,Alef\\nMobitech,Cloud Mobility Solutions,mumbai,Tata Capital Innovation Fund,privateequity,5000000,Consumer Internet,2016,1
1359,06-01-2016,Sensara,"TV Search, Guide and Remote mobile app",bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",seedfunding,750000,Technology,2016,1
1360,06-01-2016,Zebpay,Bitcoin Buying & Selling Mobile App,ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",privateequity,1000000,Consumer Internet,2016,1
1361,06-01-2016,PlanMy\\nMedicalTrip,Medical Tourism platform,pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",seedfunding,150000,Healthcare,2016,1
1362,06-01-2016,MyCity4Kids,Children Education & Information platform,gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",privateequity,3000000,Education,2016,1
1363,06-01-2016,Justdakhila.com,School Student admissions platform,new delhi,Ankur Gupta,seedfunding,750000,Education,2016,1
1364,07-01-2016,Infurnia,Online Furniture Customization platform,bangalore,Idein Ventures,seedfunding,160000,Consumer Internet,2016,1
1365,07-01-2016,Myly,Mobile Based Education platform,jaipur,Newbie Promoter Pvt Ltd,seedfunding,100000,Education,2016,1
1366,07-01-2016,MakeMyTrip,Online Travel/Hotel Booking platform,gurgaon,Ctrip.com International Ltd,privateequity,180000000,Consumer Internet,2016,1
1367,08-01-2016,Melorra,Online/ Mobile Jewellery Retailer,bangalore,Lightbox Ventures,privateequity,5000000,ECommerce,2016,1
1368,08-01-2016,ConfirmTKT,Train PNR Status Prediction Platform,bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",seedfunding,250000,Consumer Internet,2016,1
1369,08-01-2016,Gyaanzone,Career Planning and Education Advisory Platform,mumbai,GBIM Technologies Pvt Ltd,seedfunding,45000,Education,2016,1
1370,11-01-2016,Koo,Online Fashion Apparel Retailer,gurgaon,"Nahata Family, Waheed Alli",privateequity,5400000,ECommerce,2016,1
1371,11-01-2016,FreshMenu,Online / Mobile Food Ordering platform,bangalore,"Zodius Capital, Lightspeed Venture Partners",privateequity,16500000,Consumer Internet,2016,1
1372,11-01-2016,SavvyMob,Last Minute Hotel Bookings mobile marketplace,bangalore,"TV Mohandas Pai, LetsVenture",seedfunding,1000000,ECommerce,2016,1
1373,12-01-2016,Shopclues,ECommerce Marketplace,gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",privateequity,100000000,ECommerce,2016,1
1374,12-01-2016,iBus Networks,Next Generation in-building connectivity,bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",privateequity,2300000,Technology,2016,1
1375,12-01-2016,Happy2Refer,Mobile based Referral Platform,mumbai,"Equity Crest, Vinners, Sparknext",seedfunding,250000,Consumer Internet,2016,1
1376,13-01-2016,CarTrade,Auto Classifieds Portal,mumbai,"Temasek Holdings, March Capital, Warburg Pincus",privateequity,145000000,Consumer Internet,2016,1
1377,13-01-2016,Rentomo,peer-to-peer renting Marketplace,bangalore,Shiva Ashok & Other unnamed investors,seedfunding,100000,Consumer Internet,2016,1
1378,13-01-2016,Roder,inter-city cab aggregator,new delhi,Unicorn India Ventures,seedfunding,240000,Consumer Internet,2016,1
1379,13-01-2016,Care24,Professional Health Services Platform,mumbai,"SAIF Partners, India Quotient",privateequity,4000000,Healthcare,2016,1
1380,14-01-2016,Orahi,Carpooling Mobile App,gurgaon,Indian Angel Network,seedfunding,520000,Consumer Internet,2016,1
1381,15-01-2016,Fi,Fitness related Social Networking App & Forum,gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",seedfunding,200000,Consumer Internet,2016,1
1382,18-01-2016,Kartrocket,SAAS DIY\\xc2\\xa0 ECommerce Platform,new delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",privateequity,6000000,Consumer Internet,2016,1
1383,19-01-2016,Swiggy,Online/Mobile food ordering platform,bangalore,"Harmony Partners, RB Investments & existing investors",privateequity,35000000,Consumer Internet,2016,1
1384,19-01-2016,DailyObjects,Mobile Accessories etailer,new delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",privateequity,1400000,ECommerce,2016,1
1385,19-01-2016,Indus OS,Local language Mobile OS,mumbai,"Omidyar Network,",privateequity,5000000,Technology,2016,1
1386,19-01-2016,CollegeDunia,Educational College Search platform,new delhi,Umang Kumar,seedfunding,445000,Consumer Internet,2016,1
1387,19-01-2016,Villgro,Social Business Incubator & Fund,chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",privateequity,3500000,Finance,2016,1
1388,20-01-2016,IndustryBuying,B2B Industrial Goods Marketplace,new delhi,Trifecta Capital,privateequity,1800000,ECommerce,2016,1
1389,20-01-2016,Just Buy Live,B2B Marketplace for Distributors,mumbai,Alpha Capital,privateequity,20000000,ECommerce,2016,1
1390,20-01-2016,IMbesharam,Adult Products Etailers,new delhi,Undisclosed US Based Investors,privateequity,4000000,ECommerce,2016,1
1391,20-01-2016,Moodoo,Social Meeting organizer App,mumbai,Sa\\xc3\\xafd Business School Seed Fund.,seedfunding,40000,Consumer Internet,2016,1
1392,21-01-2016,Fi,Personal Finance Mobile App,bangalore,Rob Chandra,seedfunding,500000,Consumer Internet,2016,1
1393,21-01-2016,Easypolicy,Online insurance policy aggregator,noida,Unilazer Ventures,privateequity,2200000,Consumer Internet,2016,1
1394,21-01-2016,Housing.com,Online Real Estate Portal,mumbai,SoftBank Corp,privateequity,15000000,Consumer Internet,2016,1
1395,21-01-2016,CREO,Smartphone OS Developer,bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",privateequity,3000000,Technology,2016,1
1396,22-01-2016,ShabdaNagari,Hindi Language Social Networking Portal,kanpur,Kanpur Angels & Others,seedfunding,200000,Consumer Internet,2016,1
1397,22-01-2016,SnapBizz,Mobile based Retail Market Ecosystem,bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",privateequity,7200000,ECommerce,2016,1
1398,22-01-2016,Silvan,Home Automation & Security Solutions,bangalore,The Chennai Angels,seedfunding,515000,Technology,2016,1
1399,22-01-2016,EPS,Electronic Payments Solution Company,mumbai,APIS Partners,privateequity,35000000,Technology,2016,1
1400,22-01-2016,Qubole,Enterprise Cloud Based Data Processing,bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",privateequity,30000000,Technology,2016,1
1401,25-01-2016,SIFTR Labs,Photography curation & Aggregator platform,mumbai,Venture Catalysts,seedfunding,150000,Consumer Internet,2016,1
1402,25-01-2016,Power2SME,SME Online Buying Hub,gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",privateequity,21000000,Consumer Internet,2016,1
1403,27-01-2016,Buildzar,Construction Material ETailer,gurgaon,Puneet Dalmia,privateequity,4000000,ECommerce,2016,1
1404,27-01-2016,Applicate,"Sales, Market, Distribution & Data Analytics Platform",bangalore,Undisclosed investors,seedfunding,1000000,Technology,2016,1
1405,28-01-2016,Zebi (yet to launch),Data Intelligence & Analytics,hyderabad,Un disclosed investors,seedfunding,1000000,Technology,2016,1
1406,28-01-2016,Truce,Vegetables & Fruits Supply Chain,mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",seedfunding,370000,FMCG,2016,1
1407,29-01-2016,Qriyo,Online Fitness & Educational information Aggregator,jodhpur,Idein Ventures,seedfunding,160000,Consumer Internet,2016,1
1408,29-01-2016,Aisle,Indians focused Matchmaking App,bangalore,"TermSheet, ah! Ventures",seedfunding,185000,Consumer Internet,2016,1
1409,29-01-2016,FreshMenu,Fresh Food Delivery platform,bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",privateequity,17000000,Consumer Internet,2016,1
1410,29-01-2016,Truebil,Online marketplace for cars,mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",privateequity,5150000,ECommerce,2016,1
1411,29-01-2016,Rare Media,Mobile & Cloud based App developer,new delhi,Info Edge (India) Ltd,privateequity,1100000,Technology,2016,1
1412,01-12-2015,CollegeDekho,Consumer Services,jaipur,GirnarSoft,seedfunding,1000000,Online Education Information platform,2015,1
